RDB$RELATION_NAME	FIELD_NAME	FIELD_TYPE	FIELD_CHARSET	FIELD_COLLATION	FIELD_DEFAULT	FIELD_CHECK	FIELD_DESCRIPTION	
PYMINGR17_MOV_TICKETS          	RELA_PYMVENT20                 	BIGINT	null	null	null	null	null	
PYMINGR18_DEP_FACTELECT        	RELA_SOCWFLO01                 	BIGINT	null	null	null	null	null	
SRHNOMI01_CAB_SUELDOS          	RELA_SOCWFLO01                 	BIGINT	null	null	null	null	null	
ON2CFDS11_DET_FACTURAS         	RELA_SOCSYST10_UNIDAD          	BIGINT	null	null	null	null	null	
PYMVENT24_CAB_CLIENTES         	RELA_SICINGR01                 	BIGINT	null	null	null	null	null	
PYMINVE11_DET_IMPUESTOS        	RELA_MSGPOLI09                 	BIGINT	null	null	null	null	null	
VR_ENTIDADES_JUR               	RELA_SOCUSUA30                 	BIGINT	null	null	null	null	null	
VW_PYMINVE45                   	ROWS_TOTAL                     	INTEGER	null	null	null	null	null	
VW_PYMINVE46_SUMA_INSERT       	RELA_SOCWFLO01                 	BIGINT	null	null	null	null	null	
GRID_PYMINVE40                 	SOCSYST06_MASCARA              	VARCHAR(10)	ASCII                          	ASCII                          	DEFAULT '#'	null	null	
CBO_CHATACCESOS                	SOCSYST10_FILTRO_DES           	VARCHAR(50)	ASCII                          	ASCII                          	null	null	null	
CBO_CATEGORIA_MARKETING        	SOCSYST10_FILTRO_DES           	VARCHAR(50)	ASCII                          	ASCII                          	null	null	null	
CBO_SOCUSUA42_ZONAS            	SOCSYST10_FILTRO_DES           	VARCHAR(50)	ASCII                          	ASCII                          	null	null	null	
CBO_SOCUSUA42_TIPOS            	SOCSYST10_FILTRO_DES           	VARCHAR(50)	ASCII                          	ASCII                          	null	null	null	
CBO_PYMINVE50_AUTOMATICOS      	SOCSYST10_CODIGO               	VARCHAR(50)	ASCII                          	ASCII                          	null	null	null	
SOCUTIL01_MOV_LOGS             	SOCUTIL01_USUARIO              	VARCHAR(20)	ASCII                          	null	null	null	null	
MSGPOLI14_DET_BALANZAFECHA     	ID_MSGPOLI14                   	BIGINT	null	null	null	null	null	
MSGPOLI27_DET_INTERFACES       	ID_MSGPOLI27                   	BIGINT	null	null	null	null	null	
ON2REGI30_DET_COMPRA           	ID_ON2REGI30                   	BIGINT	null	null	null	null	null	
SOCUSUA03_CAB_PERFILES         	ID_SOCUSUA03                   	BIGINT	null	null	null	null	null	
SOCSYST18_TBL_CAMPOS           	ID_SOCSYST18                   	BIGINT	null	null	null	null	null	
CBO_FOLIOS_ELECTRONICOS        	RELA_SOCSYST01                 	BIGINT	null	null	null	null	null	
CB0_SICINGR02                  	RELA_SOCUSUA02                 	BIGINT	null	null	null	null	null	
GRID_ENTMORALES                	REFE_SOCSYST10_GIROSOC         	BIGINT	null	null	null	null	null	
GRID_MSGPOLI34_PAGADOS         	RELA_MSGPOLI24                 	BIGINT	null	null	null	null	null	
GRID_PYMVENT22                 	RELA_PYMVENT20                 	BIGINT	null	null	null	null	null	
GRID_SCEXMLS11_FILTRO_SRHMAIN10	RELA_SOCSYST01                 	BIGINT	null	null	null	null	null	
ON2CFDS18_DEP_FACTELECT        	RELA_SOCSYST01                 	BIGINT	null	null	null	null	null	
PYMREFE01_CAB_REFERENCIAS      	RELA_SOCWFLO01                 	BIGINT	null	null	null	null	null	
PYMVENT10_CAB_APERTURACIERRE   	RELA_PYMVENT02                 	BIGINT	null	null	null	null	null	
PYMVENT50_CAB_DEPOSITOS        	RELA_SICCONT02_BANCO           	BIGINT	null	null	null	null	null	
PYMVENT01_CAB_CAJAS            	RELA_SOCSYST01                 	BIGINT	null	null	null	null	null	
PYMVENT02_DET_CAJEROS          	RELA_SRHMAIN10                 	BIGINT	null	null	null	null	null	
PYMVENT04_DET_VENDEDORES       	RELA_SRHMAIN10                 	BIGINT	null	null	null	null	null	
PYMVENT05_DET_RENDICION        	RELA_SOCSYST10                 	BIGINT	null	null	null	null	null	
PYMINVE40_ARB_LOCACIONES       	RELA_SOCSYST06                 	BIGINT	null	null	null	null	null	
SCEXMLS50_CAB_TRANSCUENTAS     	RELA_SOCWFLO01                 	BIGINT	null	null	null	null	null	
SCEXMLS60_CAB_CTOCOSTOS        	RELA_SRHMAIN10                 	BIGINT	null	null	null	null	null	
SRHNOMI02_DET_EMPLEADOS        	RELA_SRHMAIN10                 	BIGINT	null	null	null	null	null	
SRHNOMI03_DET_RETRIBUCIONES    	RELA_SRHMAIN11                 	BIGINT	null	null	null	null	null	
SOCSYST40_CAB_CORREOS          	RELA_SOCUSUA02                 	BIGINT	null	null	null	null	null	
VW_PYMEGRE10_PYMEGRE11         	RELA_SOCWFLO01                 	BIGINT	null	null	null	null	null	
CBO_ENTFIS_USUEMP              	RELA_SOCUSUA30                 	BIGINT	null	null	null	null	null	
ON2CFDS15_MOV_SAT              	RELA_PYMINGR18                 	BIGINT	null	null	null	null	null	
PYMVENT51_DET_RENDICIONES      	RELA_PYMVENT01                 	BIGINT	null	null	null	null	null	
ZTMPINVE30_MOVIMIENTOS         	RELA_SOCWFLO01                 	null	null	null	null	null	null	
GRID_PYMVENT21_PV              	MARCA                          	INTEGER	null	null	null	null	null	
VR_ENTIDADES_ALL               	RELA_SOCUSUA30                 	BIGINT	null	null	null	null	null	
CBO_CATEGORIADEPRODUCTOS       	SOCSYST10_FILTRO_DES           	VARCHAR(50)	ASCII                          	ASCII                          	null	null	null	
CBO_EMPAQUES                   	SOCSYST10_FILTRO_DES           	VARCHAR(50)	ASCII                          	ASCII                          	null	null	null	
CBO_FAMILIADEPRODUCTOS         	SOCSYST10_FILTRO_DES           	VARCHAR(50)	ASCII                          	ASCII                          	null	null	null	
CBO_PERIODONOMINA              	SOCSYST10_FILTRO_DES           	VARCHAR(50)	ASCII                          	ASCII                          	null	null	null	
CBO_RIESGOLABORAL              	SOCSYST10_FILTRO_DES           	VARCHAR(50)	ASCII                          	ASCII                          	null	null	null	
CBO_TIPOCONTRATOLABORAL        	SOCSYST10_FILTRO_DES           	VARCHAR(50)	ASCII                          	ASCII                          	null	null	null	
SOCWFLO02_TBL_CARGOS           	SOCWFLO02_DESCRI               	VARCHAR(50)	ASCII                          	ASCII                          	null	null	null	
SOCSYST05_CAB_ARBCABECERAS     	SOCSYST05_DESCRI               	VARCHAR(50)	ASCII                          	ASCII                          	null	null	null	
SOCUTIL02_TBL_ULTIDS           	SOCUTIL02_USUARIO              	VARCHAR(20)	ASCII                          	null	null	null	null	
CBO_SICEGRE01                  	ENTIDAD                        	CHAR(255) 	ASCII                          	null	null	null	null	
SOCUSUA20_MAE_ENTMORALES       	REFE_SOCSYST10_GIROSOC         	BIGINT	null	null	null	null	clave de ingreso SG10	
MSGPOLI35_DET_PAGO             	RELA_MSGPOLI23                 	BIGINT	null	null	null	null	Relación con la Bitacora	
SOCUSUA02_MAE_USUARIOS         	RELA_SOCSYST10_ACTIVO          	BIGINT	null	null	null	null	clave de ingreso es ES10	
MSGPOLI36_MOV_ACREDITAMIENTO   	RELA_MSGPOLI25                 	BIGINT	null	null	null	null	Relación con el Acreditamiento	
MSGPOLI12_MOV_FILTROIMPUESTOS  	RELA_SOCSYST10_MODO            	BIGINT	null	null	null	null	SI ES DE VENTA O COMPRAS COMBO CBO_TIPO_ASIENTOS CON FILTRO DE IMPUESTOS	
SOCWFLO05_MAE_AUTORIZACION     	RELA_SOCSYST13                 	BIGINT	null	null	null	null	el reporte que se va a autorizar	
SOCUSUA05_DEP_FUNCIONES        	RELA_SOCUSUA04                 	BIGINT	null	null	null	null	el punto de menu para colgar la funcion	
GRID_MSGPOLI09_PARA_CALCULAR   	RELA_SICCONT02                 	BIGINT	null	null	null	null	null	
ON2CFDS17_DET_GASTOSNOCOMP     	ID_ON2CFDS17                   	BIGINT	null	null	null	null	null	
REP_ON2CFDS11_CONCEPTOS        	ID_ON2CFDS11                   	BIGINT	null	null	null	null	null	
SOCSYST03_DET_SISTEMAS         	ID_SOCSYST03                   	BIGINT	null	null	null	null	null	
SOCSYST06_DET_ARBNIVELES       	ID_SOCSYST06                   	BIGINT	null	null	null	null	null	
ZTMPPOLI01_PROVEEDORES         	ID_ORDEN                       	BIGINT	null	null	null	null	null	
GRID_PYMVENT05                 	RELA_SOCSYST10                 	BIGINT	null	null	null	null	null	
GRID_PYMVENT22_TARJREGALOS     	RELA_PYMVENT20                 	BIGINT	null	null	null	null	null	
PYMEGRE02_CAB_FACTURAS         	RELA_SOCWFLO01                 	BIGINT	null	null	null	null	null	
PYMEGRE03_DET_DETALLES         	RELA_SICCONT02                 	BIGINT	null	null	null	null	null	
REP_APLICACIONES               	RELA_SOCSYST01                 	BIGINT	null	null	null	null	null	
REP_PYMINVE26_PRODUCTOS        	RELA_PYMINVE10                 	BIGINT	null	null	null	null	null	
SOCWFLO01_ARB_ORGANIGRAMA      	RELA_SOCSYST06                 	BIGINT	null	null	null	null	null	
SOCWFLO03_MOV_USUARIOS         	RELA_SOCWFLO02                 	BIGINT	null	null	null	null	null	
SOCWFLO04_MOV_PEFILES          	RELA_SOCWFLO02                 	BIGINT	null	null	null	null	null	
SICINGR01_CAB_CLIENTES         	RELA_SOCUSUA02                 	BIGINT	null	null	null	null	null	
SRHNOMI04_DET_RETENCIONES      	RELA_SRHMAIN12                 	BIGINT	null	null	null	null	null	
SOCUSUA30_MAE_ENTFISICAS       	RELA_SOCSYST10_ECIVIL          	BIGINT	null	null	null	null	null	
SOCUSUA50_ARB_LOCALIDADES      	RELA_SOCSYST06                 	BIGINT	null	null	null	null	null	
SOCUSUA04_ARB_MENUS            	RELA_SOCSYST06                 	BIGINT	null	null	null	null	null	
SOCUSUA06_MOV_MENUS            	RELA_SOCUSUA03                 	BIGINT	null	null	null	null	null	
SOCSYST41_DEP_CORREOS          	RELA_SOCSYST40                 	BIGINT	null	null	null	null	null	
SOCSYST42_DET_FUNCIONES        	RELA_SOCSYST41                 	BIGINT	null	null	null	null	null	
ON2CFDS14_DEP_ADDENDAS         	RELA_SOCSYST10_MONEDA          	BIGINT	null	null	null	null	null	
ON2CFDS16_DEP_DOCUMENTOS       	RELA_SOCSYST10                 	BIGINT	null	null	null	null	null	
SOCUSUA40_DET_DOCUMENTOS       	RELA_SOCUSUA30                 	BIGINT	null	null	null	null	null	
GRID_SRHNOMI02                 	ID_SRHNOMI02                   	INTEGER	null	null	null	null	null	
VW_PYMVENT51_PYMVENT01_POS     	ID_PYMVENT01                   	BIGINT	null	null	null	null	null	
GRID_SOCSYST40                 	RELA_SOCUSUA02                 	BIGINT	null	null	null	null	null	
GRID_SOCSYST20                 	RELA_SOCSYST21                 	BIGINT	null	null	null	null	null	
CBO_LISTA_BANCOS               	SOCSYST10_FILTRO_DES           	VARCHAR(50)	ASCII                          	ASCII                          	null	null	null	
VR_SOCUSUA30                   	SOCUSUA30_NOMBRES              	VARCHAR(200)	ASCII                          	ASCII                          	null	null	null	
VR_SOCUSUA02_SOCUSUA20         	SOCUSUA20_DENOMINACION         	VARCHAR(200)	ASCII                          	ASCII                          	null	null	null	
VR_USUARIOS_PERSONAS_FISICAS   	SOCUSUA30_NOMBRES              	VARCHAR(200)	ASCII                          	ASCII                          	null	null	null	
SOCSYST09_DEP_LISTAESTADOS     	SOCSYST09_COD                  	CHAR(4) 	ASCII                          	null	null	null	null	
REP_SICEGRE01_RFC              	DOCUMENTOS                     	VARCHAR(50)	ASCII                          	null	null	null	null	
VW_ENTIDADES_CORREOS           	SOCUSUA41_MAIL_PERSO           	VARCHAR(100)	ASCII                          	null	null	null	null	
VR_SOCUSUA20                   	DESCRIPCION                    	VARCHAR(511)	ASCII                          	null	null	null	null	
REP_SOCUSUA30_CAB              	ENTIDAD                        	VARCHAR(603)	ASCII                          	null	null	null	null	
MSGPOLI37_MOV_POLIZAPAGO       	RELA_MSGPOLI34                 	BIGINT	null	null	null	null	Relación con la Cabecera de Impuestos	
MSGPOLI38_MOV_SALDOSAFAVOR     	RELA_MSGPOLI23                 	BIGINT	null	null	null	null	Relación con la Bitacora del Impuesto a Favor	
SOCUSUA60_MOV_CONVERSIONES     	RELA_SOCSYST10_A               	BIGINT	null	null	null	null	SOLO SE ACCEDE CON LA CLAVE MB10	
PYMEGRE12_MOV_RENDICIONES      	RELA_PYMEGRE02                 	BIGINT	null	null	null	null	aqui estan las facturas cargadas sean o no notas para rendir con la orden de gastos	
PYMEGRE11_DET_FACTURASNOTAS    	RELA_PYMEGRE02                 	BIGINT	null	null	null	null	FACTURAS relacion del cheque con todas las facturas del proveedore a pagar	
ON2CFDS13_DET_PEDIMENTOS       	ID_ON2CFDS13                   	BIGINT	null	null	null	null	null	
PYMEGRE20_MOV_UPLOADS          	ID_PYMEGRE20                   	BIGINT	null	null	null	null	null	
PYMINVE50_CAB_CONCEPTOS        	ID_PYMINVE50                   	BIGINT	null	null	null	null	null	
SICEMPR03_DET_COEFICIENTES     	ID_SICEMPR03                   	BIGINT	null	null	null	null	null	
SOCSYST10_TBL_LISTAESTADOS     	ID_SOCSYST10                   	BIGINT	null	null	null	null	null	
SOCSYST15_DET_PARAM_REPORT     	ID_SOCSYST15                   	BIGINT	null	null	null	null	null	
SOCSYST16_DET_PARAM_WHERE      	ID_SOCSYST16                   	BIGINT	null	null	null	null	null	
VW_PYMVENT20                   	ID_PYMVENT20                   	BIGINT	null	null	null	null	null	
CBO_BENEFICIARIOS              	RELA_SOCUSUA02                 	BIGINT	null	null	null	null	null	
CBO_PYMINVE45_ALL              	RELA_PYMINVE40_DESTINO         	BIGINT	null	null	null	null	null	
GRID_PYMINVE10_LOCACION_CANTI  	RELA_SOCWFLO01                 	BIGINT	null	null	null	null	null	
PYMVENT35_DET_INGRESOS         	RELA_SRHMAIN10                 	BIGINT	null	null	null	null	null	
PYMVENT45_CAB_GARANTIAS        	RELA_SOCWFLO01                 	BIGINT	null	null	null	null	null	
PYMEGRE10_CAB_CHEQUES          	RELA_SOCWFLO01                 	BIGINT	null	null	null	null	null	
PYMEGRE04_DET_REFERENCIAS      	RELA_SOCSYST10                 	BIGINT	null	null	null	null	null	
PYMEGRE05_MOV_IMPUESTOS        	RELA_SICCONT02                 	BIGINT	null	null	null	null	null	
PYMEGRE06_CAB_NOTASGASTOS      	RELA_MSGPOLI01                 	BIGINT	null	null	null	null	null	
PYMINGR01_CAB_FACTURAS         	RELA_SOCWFLO01                 	BIGINT	null	null	null	null	null	
PYMINVE32_CAB_INVENTARIO       	RELA_PYMINVE40                 	BIGINT	null	null	null	null	null	
PYMINVE45_CAB_TRANSFERENCIAS   	RELA_SOCWFLO01                 	BIGINT	null	null	null	null	null	
PYMINVE37_MOV_CANTIDADES_MTC   	RELA_SOCWFLO01                 	BIGINT	null	null	null	null	null	
PYMINVE28_DEP_PEDIDOS          	RELA_PYMINVE26                 	BIGINT	null	null	null	null	null	
PYMINVE29_DEP_STOCK            	RELA_PYMINVE30                 	BIGINT	null	null	null	null	null	
REP_SOCUSUA20_CAB              	REFE_SOCSYST10_GIROSOC         	BIGINT	null	null	null	null	null	
SICEGRE01_CAB_PROVEEDORES      	RELA_SOCWFLO01                 	BIGINT	null	null	null	null	null	
SICINGR02_DET_REFERENTES       	RELA_SOCUSUA02                 	BIGINT	null	null	null	null	null	
SICCONT70_MOV_EMPLEADOS        	RELA_SOCSYST10                 	BIGINT	null	null	null	null	null	
SOCUSUA07_DEP_REPORTES         	RELA_SOCSYST04                 	BIGINT	null	null	null	null	null	
SOCSYST12_DET_ACCESOS          	RELA_SOCSYST04_ACCESO          	BIGINT	null	null	null	null	null	
CBO_BANCOS_CHEQUES_CUENTAS     	RELA_SOCWFLO01                 	BIGINT	null	null	null	null	null	
PYMINVE31_DEP_PROVEEDORES      	RELA_PYMINVE12                 	BIGINT	null	null	null	null	null	
PYMINVE46_DET_TRANSFERENCIAS   	RELA_PYMINVE46                 	BIGINT	null	null	null	null	null	
SICCONT40_ARB_CONCEPTOS        	RELA_SICCONT40                 	BIGINT	null	null	null	null	null	
SOCUSUA41_DET_LOCALIDADES      	RELA_SOCUSUA30                 	BIGINT	null	null	null	null	null	
VR_SOCUSUA01_SOCUSUA20_30      	RELA_SOCUSUA30                 	BIGINT	null	null	null	null	null	
VW_PYMINVE30_STOCK_ALMACENES   	RELA_PYMINVE40                 	BIGINT	null	null	null	null	null	
GRID_PYMINVE25_PEDIDOS         	RELA_SOCSYST01                 	BIGINT	null	null	null	null	null	
VW_PYMINVE30_STOCK_ALL         	PYMINVE30_CANTIDAD             	DOUBLE	null	null	null	null	null	
VW_PYMVENT35_TOT_PAGOS         	PYMVENT35_IMPORTE              	DOUBLE	null	null	null	null	null	
CBO_CATEGORIAENTIDADES         	SOCSYST10_FILTRO_DES           	VARCHAR(50)	ASCII                          	ASCII                          	null	null	null	
CBO_CFDIS_BANCOS               	SOCSYST10_FILTRO_DES           	VARCHAR(50)	ASCII                          	ASCII                          	null	null	null	
CBO_TIPO_ASIENTOS              	SOCSYST10_FILTRO_DES           	VARCHAR(50)	ASCII                          	ASCII                          	null	null	null	
GRID_SICCONT72_CTAS            	SOCSYST10_CODIGO               	VARCHAR(50)	ASCII                          	ASCII                          	null	null	null	
VW_PYMINVE10_PYMVENT10_POS     	PYMINVE10_DESCRIPCION          	VARCHAR(200)	ASCII                          	ASCII                          	null	null	null	
SOCWFLO06_MOV_AUTORIZACION     	RELA_SOCUSUA02                 	BIGINT	null	null	null	null	usuario que lo autorizo por firma electronica	
SICCONT62_DET_BIENES           	RELA_SOCSYST10                 	BIGINT	null	null	null	null	RELACION DE TIPO DE MONEDA	
SICCONT63_DET_SERVICIOS        	RELA_SOCSYST10                 	BIGINT	null	null	null	null	UNIDAD DEL SERVICIO	
PYMINGR06_DET_ITEMS            	RELA_PYMINVE10                 	BIGINT	null	null	null	null	MAESTRO DE PRODUCTO O BIENES PARA FACTURAR	
SOCSYST23_CAB_DISPARODETAREAS  	RELA_SOCSYST04_PRC             	BIGINT	null	null	null	null	clase que se corre para que se ejecute el proceso	
SOCWFLO10_CAB_WORKFLOW         	RELA_SOCSYST10                 	BIGINT	null	null	null	null	clave de acceso WFL10 - Tipo de Hojas de Ruta para el WorkFlow	
SOCWFLO11_DET_WORKFLOW         	RELA_SOCSYST10                 	BIGINT	null	null	null	null	clave de acceso CM20	
REP_PYMVENT40_PRESUPUESTO      	ID_PYMVENT40                   	BIGINT	null	null	null	null	null	
SOCUSUA42_TBL_CODPOSTALES      	ID_SOCUSUA42                   	BIGINT	null	null	null	null	null	
SOCUTIL03_MOV_IMPRESIONES      	ID_SOCUTIL03                   	BIGINT	null	null	null	null	null	
SOCSYST22_TBL_DOCNRO_CANCEL    	ID_SOCSYST22                   	BIGINT	null	null	null	null	null	
VW_MSGPOLI07_CONCILIADAS       	ID_MSGPOLI07                   	BIGINT	null	null	null	null	null	
CBO_CFDIS_BANCOS_SICEGRE01     	RELA_SICEGRE01                 	BIGINT	null	null	null	null	null	
CBO_FOLIOS_FACTURAS            	RELA_SOCSYST01                 	BIGINT	null	null	null	null	null	
GRID_ON2CFDS10                 	RELA_SOCWFLO01                 	BIGINT	null	null	null	null	null	
PYMINGR10_CAB_CONCEPTOS        	RELA_SICCONT02                 	BIGINT	null	null	null	null	null	
PYMINGR11_DET_IMPUESTOS        	RELA_MSGPOLI09                 	BIGINT	null	null	null	null	null	
PYMINGR02_DET_CONCEPTOS        	RELA_PYMINGR10                 	BIGINT	null	null	null	null	null	
PYMINGR03_DET_REFERENCIAS      	RELA_SOCSYST10                 	BIGINT	null	null	null	null	null	
PYMINGR04_DET_ENTIDADES        	RELA_SOCSYST10                 	BIGINT	null	null	null	null	null	
PYMINVE35_DEP_MTC              	RELA_SOCSYST10_MODELO          	BIGINT	null	null	null	null	null	
PYMINGR35_CAB_SALDOS           	RELA_SOCWFLO01                 	BIGINT	null	null	null	null	null	
PYMINGR36_DET_FACTURAS         	RELA_MSGPOLI07                 	BIGINT	null	null	null	null	null	
SICEGRE02_DET_REFERENTES       	RELA_SOCUSUA02                 	BIGINT	null	null	null	null	null	
SICEMPR01_CAB_IMPUESTOS        	RELA_SOCSYST10                 	BIGINT	null	null	null	null	null	
SICCONT02_ARB_PLANCTA_EMP      	RELA_SOCSYST06                 	BIGINT	null	null	null	null	null	
SOCSYST21_MOV_CONTADORES_EMP   	RELA_SOCSYST01                 	BIGINT	null	null	null	null	null	
SOCSYST31_MOV_OPENHISTORY      	RELA_SOCSYST04                 	BIGINT	null	null	null	null	null	
SOCSYST13_ARB_REPORTES         	RELA_SOCSYST06                 	BIGINT	null	null	null	null	null	
SOCSYST17_TBL_CONFIGURACION    	RELA_SOCUSUA50_ORIG            	BIGINT	null	null	null	null	null	
PYMINGR05_MOV_IMPUESTOS        	RELA_PYMINGR06                 	BIGINT	null	null	null	null	null	
SICGEST20_ARB_SERVICIOS        	RELA_SICGEST20                 	BIGINT	null	null	null	null	null	
SICGEST30_ARB_BIENES           	RELA_SICGEST30                 	BIGINT	null	null	null	null	null	
VW_PYMVENT20_PYMVENT24         	RELA_PYMVENT24                 	BIGINT	null	null	null	null	null	
SOCUTIL04_TBL_DUAL             	SOCUTIL04_DBL01                	DOUBLE	null	null	DEFAULT 0.00	null	null	
GRID_PYMVENT10W                	RELA_PYMVENT02                 	BIGINT	null	null	null	null	null	
CBO_CUENTAS_PYMVENT03          	SOCSYST10_FILTRO_DES           	VARCHAR(50)	ASCII                          	ASCII                          	null	null	null	
CBO_MED_ESPECIALIDADES         	SOCSYST10_FILTRO_DES           	VARCHAR(50)	ASCII                          	ASCII                          	null	null	null	
CBO_TIPOMOVISTOCK              	SOCSYST10_FILTRO_DES           	VARCHAR(50)	ASCII                          	ASCII                          	null	null	null	
CBO_PYMINVE50_MANUAL           	SOCSYST10_CODIGO               	VARCHAR(50)	ASCII                          	ASCII                          	null	null	null	
GRID_PYMINVE50                 	SOCSYST10_CODIGO               	VARCHAR(50)	ASCII                          	ASCII                          	null	null	null	
VW_PYMVENT35_TOT_PUNTOS        	TIPO                           	CHAR(1) 	ASCII                          	null	null	null	null	
SOCUTIL05_MOV_ERRORES          	SOCUTIL05_SENDMAIL             	SMALLINT	null	null	DEFAULT 0	CHECK (VALUE=0 OR VALUE=1)	null	
MSGPOLI01_CAB_POLIZAS          	RELA_SOCUSUA02_ACCION          	BIGINT	null	null	null	null	usuario que hizo el asiento	
MSGPOLI02_DET_POLIZAS          	RELA_SOCSYST01                 	BIGINT	null	null	null	null	ESTE CAMPO SE ACTUALIZA AUTOMATRICAMENTE COMO MES Y ANO POR TRIGGERS	
SOCSYST30_MOV_IDIOMAS          	RELA_SOCSYST04                 	BIGINT	null	null	null	null	 FUNCION	
PYMINGR20_MOV_UPLOADS          	ID_PYMINGR20                   	BIGINT	null	null	null	null	null	
SICCONT68_DEP_SERVICIOS        	ID_SICCONT68                   	BIGINT	null	null	null	null	null	
ZTMPPOLI03_BALANZA             	ID_SICCONT02                   	BIGINT	null	null	null	null	null	
ZTMPPOLI04_BALANCE             	ID_SICCONT02                   	BIGINT	null	null	null	null	null	
CBO_DESCUENTOS_COMPRAS         	RELA_SOCSYST01                 	BIGINT	null	null	null	null	null	
GRID_PYMINGR30_ANTICIPOS       	RELA_SOCWFLO01                 	BIGINT	null	null	null	null	null	
MSGPOLI10_MOV_CONCILIADAS      	RELA_MSGPOLI05                 	BIGINT	null	null	null	null	null	
MSGPOLI03_MOV_SALDOS           	RELA_SICCONT02                 	BIGINT	null	null	null	null	null	
MSGPOLI04_CAB_BANCOS           	RELA_SICCONT02                 	BIGINT	null	null	null	null	null	
MSGPOLI05_MOV_CONCILIACION     	RELA_MSGPOLI01                 	BIGINT	null	null	null	null	null	
MSGPOLI06_MOV_CUENTAS          	RELA_SICCONT02                 	BIGINT	null	null	null	null	null	
MSGPOLI07_DET_FACTURAS         	RELA_SICINGR01                 	BIGINT	null	null	null	null	null	
MSGPOLI08_MOV_FACTURAS         	RELA_SICCONT02                 	BIGINT	null	null	null	null	null	
MSGPOLI09_CAB_IMPUESTOS        	RELA_SOCSYST10                 	BIGINT	null	null	null	null	null	
PYMVENT11_DET_RENDICIONES      	RELA_SOCSYST10                 	BIGINT	null	null	null	null	null	
PYMVENT03_DET_CUENTAS          	RELA_SOCSYST10                 	BIGINT	null	null	null	null	null	
SICEGRE07_MOV_REFERENTES       	RELA_SOCSYST10_EVENTO          	BIGINT	null	null	null	null	null	
SICINGR03_DET_CUENTAS          	RELA_SICINGR01                 	BIGINT	null	null	null	null	null	
SICCONT71_MOV_ACTIVO           	RELA_SOCSYST10                 	BIGINT	null	null	null	null	null	
SICCONT72_MOV_EMPRESAS         	RELA_SOCSYST10                 	BIGINT	null	null	null	null	null	
SICCONT73_MOV_IMPUESTOS        	RELA_SOCSYST10                 	BIGINT	null	null	null	null	null	
SICCONT74_MOV_SICINGR01        	RELA_SOCSYST10                 	BIGINT	null	null	null	null	null	
SICCONT75_MOV_SICEGRE01        	RELA_SOCSYST10                 	BIGINT	null	null	null	null	null	
SOCSYST24_CONTADORES_RESERVA   	RELA_SOCUSUA02                 	BIGINT	null	null	null	null	null	
SOCSYST07_DET_BARCODE          	RELA_SOCWFLO01                 	BIGINT	null	null	null	null	null	
VW_PYMINGR01_PYMINGR41         	RELA_PYMINGR01                 	BIGINT	null	null	null	null	null	
VW_PYMINGR01_FACTURA           	RELA_SOCWFLO01                 	BIGINT	null	null	null	null	null	
ZTMPCONT01_IMPORTACION         	RELA_SOCSYST10                 	BIGINT	null	null	null	null	null	
GRID_TREE_SICCONT02            	RELA_SICCONT02                 	BIGINT	null	null	null	null	null	
REP_SOCUSUA41                  	RELA_SOCUSUA20                 	BIGINT	null	null	null	null	null	
REP_SOCUSUA41_ENTIDADES        	RELA_SOCUSUA20                 	BIGINT	null	null	null	null	null	
CBO_CUENTAS_EGRESOS_PREVIO     	ID_SICCONT02                   	BIGINT	null	null	null	null	null	
GRID_MSGPOLI07_SUM             	RELA_SOCWFLO01                 	BIGINT	null	null	null	null	null	
CBO_USUARIOS                   	SOCUSUA02_USUARIO              	VARCHAR(20)	ASCII                          	ASCII                          	null	null	null	
CBO_USUARIOS_CLIENTES          	SOCUSUA02_USUARIO              	VARCHAR(20)	ASCII                          	ASCII                          	null	null	null	
CBO_ARCO_ENTIDADES             	SOCSYST10_FILTRO_DES           	VARCHAR(50)	ASCII                          	ASCII                          	null	null	null	
CBO_CATEGORIAPOLIZAS           	SOCSYST10_FILTRO_DES           	VARCHAR(50)	ASCII                          	ASCII                          	null	null	null	
CBO_CATEGORIAS_CTAS            	SOCSYST10_FILTRO_DES           	VARCHAR(50)	ASCII                          	ASCII                          	null	null	null	
CBO_CLASIFICADORES             	SOCSYST05_DESCRI               	VARCHAR(50)	ASCII                          	ASCII                          	null	null	null	
CBO_CENTRO_DE_COSTO            	SOCSYST10_FILTRO_DES           	VARCHAR(50)	ASCII                          	ASCII                          	null	null	null	
CBO_SOCUSUA50_SICTEMP02        	SOCUSUA50_DESCRI               	VARCHAR(50)	ASCII                          	ASCII                          	null	null	null	
CBO_TABLASIMPUESTOS            	SOCSYST10_FILTRO_DES           	VARCHAR(50)	ASCII                          	ASCII                          	null	null	null	
CBO_TIPOACCIONPOLIZAS          	SOCSYST10_FILTRO_DES           	VARCHAR(50)	ASCII                          	ASCII                          	null	null	null	
CBO_TIPOBITACORA               	SOCSYST10_FILTRO_DES           	VARCHAR(50)	ASCII                          	ASCII                          	null	null	null	
CBO_TIPOCLAS                   	SOCSYST10_FILTRO_DES           	VARCHAR(50)	ASCII                          	ASCII                          	null	null	null	
CBO_TIPOCONCEPTO               	SOCSYST10_FILTRO_DES           	VARCHAR(50)	ASCII                          	ASCII                          	null	null	null	
