RDB$RELATION_NAME	FIELD_NAME	FIELD_TYPE	FIELD_CHARSET	FIELD_COLLATION	FIELD_DEFAULT	FIELD_CHECK	FIELD_DESCRIPTION	
CBO_PYMINVE50_ALL              	SOCSYST10_FILTRO_DES           	VARCHAR(50)	ASCII                          	ASCII                          	null	null	null	
GRID_PYMVENT25                 	PYMVENT24_CLIENTE              	VARCHAR(400)	ASCII                          	ASCII                          	null	null	null	
CBO_ESTADO                     	ID_SOCSYST10                   	BIGINT	null	null	null	null	null	
CBO_FILTRO_REFERENCIAS         	ID_SOCSYST10                   	BIGINT	null	null	null	null	null	
CBO_TIPOLISTADEPRECIOS         	ID_SOCSYST10                   	BIGINT	null	null	null	null	null	
ON2REGI05_DET_MARKETING        	ID_ON2REGI05                   	BIGINT	null	null	null	null	null	
ON2NIME10_CAB_FILERENOMBRA     	ID_ON2NIME10                   	BIGINT	null	null	null	null	null	
SOCSYST43_TBL_SERVMAILS        	ID_SOCSYST43                   	BIGINT	null	null	null	null	null	
ZTMPINVE10_PRODUCTOS           	ID_ZTMPINVE10                  	BIGINT	null	null	null	null	null	
ZTMPINVE46_SUMA                	ID_ZTMPINVE46                  	BIGINT	null	null	null	null	null	
CBO_EGREFISCAL                 	RELA_SOCSYST01                 	BIGINT	null	null	null	null	null	
GRID_SICCONT03                 	RELA_SOCSYST01                 	BIGINT	null	null	null	null	null	
GRID_SICCONT04                 	RELA_SICCONT03                 	BIGINT	null	null	null	null	null	
GRID_MSGPOLI34_PAGADOS_RET     	RELA_SOCSYST01                 	BIGINT	null	null	null	null	null	
GRID_MSGPOLI34_PORPAGAR_RET    	RELA_SOCSYST01                 	BIGINT	null	null	null	null	null	
MSGPOLI30_MOV_ACTIVOS          	RELA_MSGPOLI29                 	BIGINT	null	null	null	null	null	
MSGPOLI31_DET_ACTIVOS          	RELA_MSGPOLI30                 	BIGINT	null	null	null	null	null	
MSGPOLI32_DET_DATOS            	RELA_MSGPOLI31                 	BIGINT	null	null	null	null	null	
MSGPOLI25_DET_CONCEPTOS        	RELA_SOCSYST01                 	BIGINT	null	null	null	null	null	
ON2REGI04_CAP_MARKETING        	RELA_SOCUSUA02                 	BIGINT	null	null	null	null	null	
PYMVENT40_CAB_PRESUPUESTO      	RELA_PYMVENT20                 	BIGINT	null	null	null	null	null	
PYMVENT28_DEP_FACTELECT        	RELA_SOCSYST01                 	BIGINT	null	null	null	null	null	
PYMINGR40_CAB_FACTAUTO         	RELA_SOCSYST01                 	BIGINT	null	null	null	null	null	
PYMINGR41_DET_ACTAUTO          	RELA_PYMINGR40                 	BIGINT	null	null	null	null	null	
PYMINVE14_DET_PARTES           	RELA_PYMINVE10                 	BIGINT	null	null	null	null	null	
PYMINVE24_CAB_RECEPCION        	RELA_PYMINVE25                 	BIGINT	null	null	null	null	null	
PYMINGR15_MOV_GASTOS           	RELA_PYMINGR01                 	BIGINT	null	null	null	null	null	
PYMINGR45_CAB_FACTMASTERS      	RELA_SOCSYST01                 	BIGINT	null	null	null	null	null	
PYMINGR16_MOV_ANTICIPOS        	RELA_PYMINGR01                 	BIGINT	null	null	null	null	null	
PYMINGR07_DEP_FACTURAS         	RELA_PYMINGR01                 	BIGINT	null	null	null	null	null	
PYMINGR37_MOV_ANTICIPOS        	RELA_PYMINGR35                 	BIGINT	null	null	null	null	null	
PYMINGR08_DEP_HONORARIOS       	RELA_PYMINGR01                 	BIGINT	null	null	null	null	null	
PYMINGR18_DEP_FACTELECT        	RELA_SOCSYST01                 	BIGINT	null	null	null	null	null	
SRHMAIN10_CAB_EMPLEADO         	RELA_SOCSYST01                 	BIGINT	null	null	null	null	null	
SGPINGR01_CAB_PROSPECTOS       	RELA_SOCSYST01                 	BIGINT	null	null	null	null	null	
SGPINGR02_DET_SEGUIMIENTO      	RELA_SGPINGR01                 	BIGINT	null	null	null	null	null	
SICCONT03_CAB_COTIZACION       	RELA_SOCSYST01                 	BIGINT	null	null	null	null	null	
SICCONT04_DET_COTIZACION       	RELA_SICCONT03                 	BIGINT	null	null	null	null	null	
SOCSYST01_CAB_CLIENTES         	RELA_SOCUSUA02                 	BIGINT	null	null	null	null	null	
SOCSYST02_DET_PROYECTOS        	RELA_SOCSYST01                 	BIGINT	null	null	null	null	null	
SOCSYST04_DET_FUNCIONES        	RELA_SOCSYST10                 	BIGINT	null	null	null	null	null	
VW_PYMVENT21                   	RELA_PYMVENT20                 	BIGINT	null	null	null	null	null	
ZTMPINGR45_AUTOMATICACION      	RELA_PYMINGR45                 	BIGINT	null	null	null	null	null	
SOCUSUA01_MAE_ENTIDADES        	RELA_SOCUSUA20                 	BIGINT	null	null	null	null	null	
VR_ENTIDADES_FIS               	RELA_SOCUSUA20                 	BIGINT	null	null	null	null	null	
GRID_PYMVENT10_TOTALES         	RELA_PYMVENT10                 	BIGINT	null	null	null	null	null	
ZTMPYMVENT21_ULTFECHA          	USUARIO                        	VARCHAR(100)	ASCII                          	null	null	null	null	
MSGPOLI34_CAB_PAGO_IMPUESTOS   	RELA_MSGPOLI20                 	BIGINT	null	null	null	null	Relación con la Cabecera de Impuestos	
PYMINVE30_MOV_STOCK            	RELA_PYMINVE50                 	BIGINT	null	null	null	null	CONCETO DE LA CARACTERISTICAS DEL MOVIMIENTO DE INVENTARIO	
CBO_CFDS_TIPOS                 	ID_SOCSYST10                   	BIGINT	null	null	null	null	null	
CBO_ESTADOCIVILES              	ID_SOCSYST10                   	BIGINT	null	null	null	null	null	
CBO_FLETE                      	ID_SOCSYST10                   	BIGINT	null	null	null	null	null	
CBO_SEXOS                      	ID_SOCSYST10                   	BIGINT	null	null	null	null	null	
CBO_TIPODEPERSONAS             	ID_SOCSYST10                   	BIGINT	null	null	null	null	null	
CBO_TIPO_PEDIMENTO             	ID_SOCSYST10                   	BIGINT	null	null	null	null	null	
CBO_VERSIONESCFD               	ID_SOCSYST10                   	BIGINT	null	null	null	null	null	
GRID_SOCSYST43                 	ID_SOCSYST43                   	BIGINT	null	null	null	null	null	
MSGPOLI26_CAB_INTERFACES       	ID_MSGPOLI26                   	BIGINT	null	null	null	null	null	
CBO_CAJEROS                    	RELA_SOCWFLO01                 	BIGINT	null	null	null	null	null	
CBO_PYMINVE45                  	RELA_SOCWFLO01_DESTINO         	BIGINT	null	null	null	null	null	
CBO_SUELDOS                    	RELA_SOCSYST01                 	BIGINT	null	null	null	null	null	
CBO_SICCONT03_COTIZACION       	RELA_SOCSYST01                 	BIGINT	null	null	null	null	null	
GRID_PYMINGR03                 	RELA_PYMINGR01                 	BIGINT	null	null	null	null	null	
GRID_PYMINVE30_CARGARAPIDA     	RELA_PYMINVE50                 	BIGINT	null	null	null	null	null	
GRID_PYMINVE45_SIN_PYMINVE30   	RELA_SOCWFLO01                 	BIGINT	null	null	null	null	null	
MSGPOLI33_MOV_DEPRECIACION     	RELA_MSGPOLI30                 	BIGINT	null	null	null	null	null	
MSGPOLI28_CAB_ACTIVOSPORCEN    	RELA_SICCONT02                 	BIGINT	null	null	null	null	null	
MSGPOLI29_DET_ACTIVOSPORCEN    	RELA_MSGPOLI28                 	BIGINT	null	null	null	null	null	
ON2REGI10_CAB_CLIENTES         	RELA_SRHMAIN10                 	BIGINT	null	null	null	null	null	
ON2REGI20_DEP_ACTIVADO         	RELA_ON2REGI10                 	BIGINT	null	null	null	null	null	
ON2CFDS10_CAB_FACTURAS         	RELA_SOCSYST01                 	BIGINT	null	null	null	null	null	
ON2CFDS11_DET_FACTURAS         	RELA_ON2CFDS10                 	BIGINT	null	null	null	null	null	
ON2CFDS12_DET_IMPUESTOS        	RELA_ON2CFDS10                 	BIGINT	null	null	null	null	null	
PYMVENT30_MOV_DEVOLUCIONES     	RELA_PYMVENT20                 	BIGINT	null	null	null	null	null	
PYMVENT31_DET_RETIROS          	RELA_PYMVENT10                 	BIGINT	null	null	null	null	null	
PYMVENT24_CAB_CLIENTES         	RELA_SOCSYST01                 	BIGINT	null	null	null	null	null	
PYMINVE10_CAB_PRODUCTOS        	RELA_SOCSYST01                 	BIGINT	null	null	null	null	null	
PYMINVE20_MOV_UPLOADS          	RELA_PYMINVE10                 	BIGINT	null	null	null	null	null	
PYMINVE60_CAB_PRECIOSMODIFICA  	RELA_SICEGRE01                 	BIGINT	null	null	null	null	null	
PYMINVE11_DET_IMPUESTOS        	RELA_PYMINVE10                 	BIGINT	null	null	null	null	null	
PYMINVE61_DET_RANGOS           	RELA_PYMINVE60                 	BIGINT	null	null	null	null	null	
PYMINVE12_DET_PROVEEDORES      	RELA_PYMINVE10                 	BIGINT	null	null	null	null	null	
PYMINVE62_TBL_COMPARACION      	RELA_PYMINVE10                 	BIGINT	null	null	null	null	null	
PYMINVE36_MOV_CANTIDADES       	RELA_PYMINVE10                 	BIGINT	null	null	null	null	null	
PYMINGR17_MOV_TICKETS          	RELA_PYMINGR01                 	BIGINT	null	null	null	null	null	
SRHNOMI01_CAB_SUELDOS          	RELA_SOCSYST01                 	BIGINT	null	null	null	null	null	
GRID_PYMINGR01_MSGPOLI01       	RELA_SICCONT02                 	BIGINT	null	null	null	null	null	
VR_ENTIDADES_JUR               	RELA_SOCUSUA20                 	BIGINT	null	null	null	null	null	
VW_PYMINVE45                   	RELA_PYMINVE45                 	BIGINT	null	null	null	null	null	
VW_PYMINVE46_SUMA_INSERT       	RELA_PYMINVE30                 	BIGINT	null	null	null	null	null	
CBO_PYMINVE50_AUTOMATICOS      	SOCSYST10_FILTRO_DES           	VARCHAR(50)	ASCII                          	ASCII                          	null	null	null	
CBO_CATEGORIA_MARKETING        	SOCSYST10_CODIGO               	VARCHAR(50)	ASCII                          	ASCII                          	null	null	null	
GRID_PYMINVE40                 	SOCSYST06_DESCRI               	VARCHAR(200)	ASCII                          	ASCII                          	null	null	null	
ZTMPINVE30_MOVIMIENTOS         	USUARIO                        	VARCHAR(100)	ASCII                          	null	null	null	null	
GRID_PYMVENT21_PV              	PYMVENT20_PRESUPUESTO          	SMALLINT	null	null	DEFAULT 0	CHECK (VALUE=0 OR VALUE=1)	null	
CBO_CHATACCESOS                	ID_SOCSYST10                   	BIGINT	null	null	null	null	null	
CBO_SOCUSUA42_ZONAS            	ID_SOCSYST10                   	BIGINT	null	null	null	null	null	
CBO_SOCUSUA42_TIPOS            	ID_SOCSYST10                   	BIGINT	null	null	null	null	null	
SOCUTIL01_MOV_LOGS             	ID_SOCUTIL01                   	BIGINT	null	null	null	null	null	
CB0_SICINGR02                  	RELA_SICINGR01                 	BIGINT	null	null	null	null	null	
GRID_ENTMORALES                	REFE_SOCSYST10_SOCIEDAD        	BIGINT	null	null	null	null	null	
GRID_MSGPOLI07                 	RELA_SOCSYST01                 	BIGINT	null	null	null	null	null	
GRID_MSGPOLI34_PAGADOS         	RELA_SOCSYST01                 	BIGINT	null	null	null	null	null	
MSGPOLI14_DET_BALANZAFECHA     	RELA_SOCSYST01                 	BIGINT	null	null	null	null	null	
MSGPOLI27_DET_INTERFACES       	RELA_MSGPOLI26                 	BIGINT	null	null	null	null	null	
ON2REGI30_DET_COMPRA           	RELA_ON2REGI10                 	BIGINT	null	null	null	null	null	
ON2CFDS18_DEP_FACTELECT        	RELA_ON2CFDS10                 	BIGINT	null	null	null	null	null	
PYMREFE01_CAB_REFERENCIAS      	RELA_SOCSYST01                 	BIGINT	null	null	null	null	null	
PYMVENT10_CAB_APERTURACIERRE   	RELA_PYMVENT01                 	BIGINT	null	null	null	null	null	
PYMVENT50_CAB_DEPOSITOS        	RELA_SOCSYST01                 	BIGINT	null	null	null	null	null	
PYMVENT01_CAB_CAJAS            	RELA_SOCWFLO01                 	BIGINT	null	null	null	null	null	
PYMVENT51_DET_RENDICIONES      	RELA_PYMVENT50                 	BIGINT	null	null	null	null	null	
PYMVENT02_DET_CAJEROS          	RELA_PYMVENT01                 	BIGINT	null	null	null	null	null	
PYMVENT04_DET_VENDEDORES       	RELA_PYMVENT01                 	BIGINT	null	null	null	null	null	
PYMVENT05_DET_RENDICION        	RELA_PYMVENT01                 	BIGINT	null	null	null	null	null	
PYMINVE40_ARB_LOCACIONES       	RELA_SOCSYST01                 	BIGINT	null	null	null	null	null	
SCEXMLS50_CAB_TRANSCUENTAS     	RELA_SOCSYST01                 	BIGINT	null	null	null	null	null	
SCEXMLS60_CAB_CTOCOSTOS        	RELA_SOCSYST01                 	BIGINT	null	null	null	null	null	
SRHNOMI02_DET_EMPLEADOS        	RELA_SRHNOMI01                 	BIGINT	null	null	null	null	null	
SRHNOMI03_DET_RETRIBUCIONES    	RELA_SRHNOMI02                 	BIGINT	null	null	null	null	null	
SOCSYST40_CAB_CORREOS          	RELA_SOCSYST04                 	BIGINT	null	null	null	null	null	
SOCSYST18_TBL_CAMPOS           	RELA_SOCSYST10                 	BIGINT	null	null	null	null	null	
VW_PYMEGRE10_PYMEGRE11         	RELA_SOCSYST01                 	BIGINT	null	null	null	null	null	
CBO_ENTFIS_USUEMP              	RELA_SOCUSUA20                 	BIGINT	null	null	null	null	null	
CBO_FOLIOS_ELECTRONICOS        	RELA_SOCWFLO01                 	BIGINT	null	null	null	null	null	
GRID_PYMVENT22                 	RELA_PYMVENT24                 	BIGINT	null	null	null	null	null	
ON2CFDS15_MOV_SAT              	RELA_PYMVENT28                 	BIGINT	null	null	null	null	null	
GRID_SCEXMLS11_FILTRO_SRHMAIN10	MARCA                          	INTEGER	null	null	null	null	null	
VR_ENTIDADES_ALL               	RELA_SOCUSUA20                 	BIGINT	null	null	null	null	null	
ZTMPPOLI01_PROVEEDORES         	ZTMPPOLI01_USER                	VARCHAR(50)	ASCII                          	ASCII                          	null	null	null	
GRID_SOCSYST40                 	USUARIO                        	VARCHAR(200)	ASCII                          	null	null	null	null	
SOCUSUA20_MAE_ENTMORALES       	REFE_SOCSYST10_SOCIEDAD        	BIGINT	null	null	null	null	clave de ingreso SO10	
MSGPOLI35_DET_PAGO             	RELA_MSGPOLI34                 	BIGINT	null	null	null	null	Relación con la Cabecera de Pagos	
MSGPOLI36_MOV_ACREDITAMIENTO   	RELA_MSGPOLI35                 	BIGINT	null	null	null	null	Relación con el Detalle de Pagos	
SOCUSUA05_DEP_FUNCIONES        	RELA_SOCUSUA03                 	BIGINT	null	null	null	null	cabecera de menus	
PYMEGRE02_CAB_FACTURAS         	RELA_SOCSYST10                 	BIGINT	null	null	null	null	tipo de factura..... con impuestos y cuentas contables : facutura o nota de gastos... sin impuestos y sin cuentas contables
si es factura en la poliza voy a registrar en referencia el codigo del proveedir o mejor dicho el id
si es nota no pongo nada en las referencia de la creacion de la poliza	
CBO_CATEGORIADEPRODUCTOS       	ID_SOCSYST10                   	BIGINT	null	null	null	null	null	
CBO_EMPAQUES                   	ID_SOCSYST10                   	BIGINT	null	null	null	null	null	
CBO_FAMILIADEPRODUCTOS         	ID_SOCSYST10                   	BIGINT	null	null	null	null	null	
CBO_PERIODONOMINA              	ID_SOCSYST10                   	BIGINT	null	null	null	null	null	
CBO_RIESGOLABORAL              	ID_SOCSYST10                   	BIGINT	null	null	null	null	null	
CBO_TIPOCONTRATOLABORAL        	ID_SOCSYST10                   	BIGINT	null	null	null	null	null	
GRID_MSGPOLI09_PARA_CALCULAR   	RELA_REFERENCIA                	BIGINT	null	null	null	null	null	
ON2CFDS16_DEP_DOCUMENTOS       	RELA_ON2CFDS10                 	BIGINT	null	null	null	null	null	
SOCWFLO02_TBL_CARGOS           	ID_SOCWFLO02                   	BIGINT	null	null	null	null	null	
SOCSYST05_CAB_ARBCABECERAS     	ID_SOCSYST05                   	BIGINT	null	null	null	null	null	
GRID_PYMVENT05                 	RELA_PYMVENT01                 	BIGINT	null	null	null	null	null	
MSGPOLI12_MOV_FILTROIMPUESTOS  	RELA_SOCSYST01                 	BIGINT	null	null	null	null	null	
ON2CFDS14_DEP_ADDENDAS         	RELA_ON2CFDS10                 	BIGINT	null	null	null	null	null	
ON2CFDS17_DET_GASTOSNOCOMP     	RELA_ON2CFDS10                 	BIGINT	null	null	null	null	null	
PYMEGRE03_DET_DETALLES         	RELA_PYMEGRE02                 	BIGINT	null	null	null	null	null	
REP_APLICACIONES               	RELA_MSGPOLI24                 	BIGINT	null	null	null	null	null	
REP_ON2CFDS11_CONCEPTOS        	RELA_ON2CFDS10                 	BIGINT	null	null	null	null	null	
REP_PYMINVE26_PRODUCTOS        	RELA_PYMINVE25                 	BIGINT	null	null	null	null	null	
SOCWFLO01_ARB_ORGANIGRAMA      	RELA_SOCSYST01                 	BIGINT	null	null	null	null	null	
SOCWFLO03_MOV_USUARIOS         	RELA_SOCWFLO01                 	BIGINT	null	null	null	null	null	
SOCWFLO04_MOV_PEFILES          	RELA_SOCWFLO01                 	BIGINT	null	null	null	null	null	
SRHNOMI04_DET_RETENCIONES      	RELA_SRHNOMI02                 	BIGINT	null	null	null	null	null	
SOCUSUA30_MAE_ENTFISICAS       	RELA_SOCUSUA50                 	BIGINT	null	null	null	null	null	
SOCUSUA02_MAE_USUARIOS         	RELA_SOCUSUA01                 	BIGINT	null	null	null	null	null	
SOCUSUA04_ARB_MENUS            	RELA_SOCUSUA03                 	BIGINT	null	null	null	null	null	
SOCUSUA06_MOV_MENUS            	RELA_SOCUSUA02                 	BIGINT	null	null	null	null	null	
SOCUTIL02_TBL_ULTIDS           	ID_SOCUTIL02                   	BIGINT	null	null	null	null	null	
SOCSYST41_DEP_CORREOS          	RELA_SOCSYST10                 	BIGINT	null	null	null	null	null	
SOCSYST42_DET_FUNCIONES        	RELA_SOCUSUA02                 	BIGINT	null	null	null	null	null	
SOCSYST03_DET_SISTEMAS         	RELA_SOCSYST02                 	BIGINT	null	null	null	null	null	
SOCSYST06_DET_ARBNIVELES       	RELA_SOCSYST05                 	BIGINT	null	null	null	null	null	
GRID_PYMVENT22_TARJREGALOS     	RELA_PYMINVE30                 	BIGINT	null	null	null	null	null	
SICINGR01_CAB_CLIENTES         	RELA_SOCWFLO01                 	BIGINT	null	null	null	null	null	
SOCUSUA40_DET_DOCUMENTOS       	RELA_SOCUSUA20                 	BIGINT	null	null	null	null	null	
SOCUSUA50_ARB_LOCALIDADES      	RELA_SOCUSUA50                 	BIGINT	null	null	null	null	null	
GRID_SRHNOMI02                 	PASADO                         	INTEGER	null	null	null	null	null	
VW_PYMVENT51_PYMVENT01_POS     	RELA_SOCSYST01                 	BIGINT	null	null	null	null	null	
CBO_SICEGRE01                  	ID_SOCUSUA02                   	BIGINT	null	null	null	null	null	
GRID_SOCSYST20                 	RELA_SOCSYST01                 	BIGINT	null	null	null	null	null	
REP_SICEGRE01_RFC              	ENTIDAD                        	CHAR(255) 	ASCII                          	null	null	null	null	
MSGPOLI37_MOV_POLIZAPAGO       	RELA_MSGPOLI01                 	BIGINT	null	null	null	null	Relación con la Cabecera de la Poliza	
MSGPOLI38_MOV_SALDOSAFAVOR     	RELA_MSGPOLI35                 	BIGINT	null	null	null	null	Relación con el Detalle de Pago de Impuestos	
SOCUSUA60_MOV_CONVERSIONES     	RELA_SOCSYST10_DE              	BIGINT	null	null	null	null	SOLO SE ACCEDE CON LA CLAVE MB10	
PYMEGRE12_MOV_RENDICIONES      	RELA_PYMEGRE10                 	BIGINT	null	null	null	null	esta es la relacion entre el cheque y la orden de gastos a rendir	
CBO_LISTA_BANCOS               	ID_SOCSYST10                   	BIGINT	null	null	null	null	null	
REP_SOCUSUA30_CAB              	ID_SOCUSUA30                   	BIGINT	null	null	null	null	null	
SOCSYST09_DEP_LISTAESTADOS     	ID_SOCSYST09                   	BIGINT	null	null	null	null	null	
VR_SOCUSUA20                   	ID_SOCUSUA20                   	BIGINT	null	null	null	null	null	
VR_SOCUSUA30                   	ID_SOCUSUA30                   	BIGINT	null	null	null	null	null	
VR_SOCUSUA02_SOCUSUA20         	ID_SOCUSUA02                   	BIGINT	null	null	null	null	null	
VR_USUARIOS_PERSONAS_FISICAS   	ID_SOCUSUA30                   	BIGINT	null	null	null	null	null	
CBO_BENEFICIARIOS              	RELA_SICEGRE01                 	BIGINT	null	null	null	null	null	
CBO_BANCOS_CHEQUES_CUENTAS     	RELA_SOCSYST01                 	BIGINT	null	null	null	null	null	
CBO_PYMINVE45_ALL              	RELA_SOCWFLO01_DESTINO         	BIGINT	null	null	null	null	null	
GRID_PYMINVE10_LOCACION_CANTI  	RELA_PYMINVE10                 	BIGINT	null	null	null	null	null	
ON2CFDS13_DET_PEDIMENTOS       	RELA_ON2CFDS11                 	BIGINT	null	null	null	null	null	
PYMVENT35_DET_INGRESOS         	RELA_PYMVENT10                 	BIGINT	null	null	null	null	null	
PYMVENT45_CAB_GARANTIAS        	RELA_SOCSYST01                 	BIGINT	null	null	null	null	null	
PYMEGRE10_CAB_CHEQUES          	RELA_SOCSYST01                 	BIGINT	null	null	null	null	null	
PYMEGRE20_MOV_UPLOADS          	RELA_PYMEGRE02                 	BIGINT	null	null	null	null	null	
PYMEGRE11_DET_FACTURASNOTAS    	RELA_PYMEGRE10                 	BIGINT	null	null	null	null	null	
PYMEGRE04_DET_REFERENCIAS      	RELA_PYMEGRE02                 	BIGINT	null	null	null	null	null	
PYMEGRE05_MOV_IMPUESTOS        	RELA_PYMEGRE03                 	BIGINT	null	null	null	null	null	
PYMEGRE06_CAB_NOTASGASTOS      	RELA_SRHMAIN10                 	BIGINT	null	null	null	null	null	
PYMINVE50_CAB_CONCEPTOS        	RELA_SOCSYST10                 	BIGINT	null	null	null	null	null	
PYMINGR01_CAB_FACTURAS         	RELA_SOCSYST01                 	BIGINT	null	null	null	null	null	
PYMINVE31_DEP_PROVEEDORES      	RELA_PYMINVE30                 	BIGINT	null	null	null	null	null	
PYMINVE32_CAB_INVENTARIO       	RELA_SOCWFLO01                 	BIGINT	null	null	null	null	null	
PYMINVE46_DET_TRANSFERENCIAS   	RELA_PYMINVE45                 	BIGINT	null	null	null	null	null	
PYMINVE37_MOV_CANTIDADES_MTC   	RELA_PYMINVE10                 	BIGINT	null	null	null	null	null	
PYMINVE28_DEP_PEDIDOS          	RELA_PYMINVE25                 	BIGINT	null	null	null	null	null	
PYMINVE29_DEP_STOCK            	RELA_PYMINVE27                 	BIGINT	null	null	null	null	null	
REP_SOCUSUA20_CAB              	REFE_SOCSYST10_SOCIEDAD        	BIGINT	null	null	null	null	null	
SICEGRE01_CAB_PROVEEDORES      	RELA_SOCUSUA02                 	BIGINT	null	null	null	null	null	
SICEMPR03_DET_COEFICIENTES     	RELA_SOCSYST01                 	BIGINT	null	null	null	null	null	
SICINGR02_DET_REFERENTES       	RELA_SICINGR01                 	BIGINT	null	null	null	null	null	
SICCONT40_ARB_CONCEPTOS        	RELA_SOCSYST06                 	BIGINT	null	null	null	null	null	
SICCONT70_MOV_EMPLEADOS        	RELA_SOCSYST01                 	BIGINT	null	null	null	null	null	
SOCUSUA07_DEP_REPORTES         	RELA_SOCUSUA05                 	BIGINT	null	null	null	null	null	
SOCSYST10_TBL_LISTAESTADOS     	RELA_SOCSYST09                 	BIGINT	null	null	null	null	null	
SOCSYST12_DET_ACCESOS          	RELA_SOCSYST04                 	BIGINT	null	null	null	null	null	
SOCSYST14_DET_PARAMETROS       	RELA_SOCSYST04                 	BIGINT	null	null	null	null	null	
SOCSYST15_DET_PARAM_REPORT     	RELA_SOCSYST13                 	BIGINT	null	null	null	null	null	
SOCSYST16_DET_PARAM_WHERE      	RELA_SOCSYST15                 	BIGINT	null	null	null	null	null	
VW_PYMVENT20                   	RELA_PYMVENT10                 	BIGINT	null	null	null	null	null	
PYMINVE45_CAB_TRANSFERENCIAS   	RELA_PYMINVE45                 	BIGINT	null	null	null	null	null	
SOCUSUA41_DET_LOCALIDADES      	RELA_SOCUSUA20                 	BIGINT	null	null	null	null	null	
VR_SOCUSUA01_SOCUSUA20_30      	RELA_SOCUSUA20                 	BIGINT	null	null	null	null	null	
VW_PYMINVE30_STOCK_ALL         	RELA_PYMINVE10                 	BIGINT	null	null	null	null	null	
VW_PYMINVE30_STOCK_ALMACENES   	RELA_PYMINVE10                 	BIGINT	null	null	null	null	null	
GRID_PYMINVE25_PEDIDOS         	RELA_SOCWFLO01                 	BIGINT	null	null	null	null	null	
VW_PYMVENT35_TOT_PAGOS         	RELA_PYMVENT24                 	BIGINT	null	null	null	null	null	
VW_ENTIDADES_CORREOS           	ID_SOCUSUA02                   	BIGINT	null	null	null	null	null	
GRID_SICCONT72_CTAS            	SOCSYST10_CODIGO_EXT1          	VARCHAR(50)	ASCII                          	ASCII                          	null	null	null	
VW_PYMINVE10_PYMVENT10_POS     	PYMINVE10_CODIGO               	VARCHAR(50)	ASCII                          	ASCII                          	null	null	null	
SOCWFLO06_MOV_AUTORIZACION     	RELA_SOCWFLO05                 	BIGINT	null	null	null	null	este es el rela que relacion con el workflow para autoriza
es esta tabla el movimiento de las autorizaciones diarias	
SOCSYST21_MOV_CONTADORES_EMP   	RELA_SOCSYST10                 	BIGINT	null	null	null	null	que tipo de documentos, ejecmplo: factura, nota de servicio etc. la clave de ingreso es SC30	
PYMINGR06_DET_ITEMS            	RELA_PYMINGR01                 	BIGINT	null	null	null	null	RELACION CON LA FACTURA	
SOCSYST23_CAB_DISPARODETAREAS  	RELA_SOCSYST04                 	BIGINT	null	null	null	null	FUNCION RELACIONADA AL DISPARADOR	
SOCWFLO11_DET_WORKFLOW         	RELA_SOCWFLO10                 	BIGINT	null	null	null	null	relacion cabecera	
CBO_CATEGORIAENTIDADES         	ID_SOCSYST10                   	BIGINT	null	null	null	null	null	
CBO_CFDIS_BANCOS               	ID_SOCSYST10                   	BIGINT	null	null	null	null	null	
CBO_TIPO_ASIENTOS              	ID_SOCSYST10                   	BIGINT	null	null	null	null	null	
SOCUTIL04_TBL_DUAL             	ID_SOCUTIL04                   	BIGINT	null	null	null	null	null	
CBO_CFDIS_BANCOS_SICEGRE01     	RELA_SOCSYST01                 	BIGINT	null	null	null	null	null	
GRID_ON2CFDS10                 	RELA_SOCSYST01                 	BIGINT	null	null	null	null	null	
PYMINGR10_CAB_CONCEPTOS        	RELA_SOCSYST01                 	BIGINT	null	null	null	null	null	
PYMINGR11_DET_IMPUESTOS        	RELA_PYMINGR10                 	BIGINT	null	null	null	null	null	
PYMINGR02_DET_CONCEPTOS        	RELA_PYMINGR01                 	BIGINT	null	null	null	null	null	
PYMINGR03_DET_REFERENCIAS      	RELA_PYMINGR01                 	BIGINT	null	null	null	null	null	
PYMINGR04_DET_ENTIDADES        	RELA_PYMINGR01                 	BIGINT	null	null	null	null	null	
PYMINVE35_DEP_MTC              	RELA_PYMINVE30                 	BIGINT	null	null	null	null	null	
PYMINGR35_CAB_SALDOS           	RELA_SOCSYST01                 	BIGINT	null	null	null	null	null	
PYMINGR36_DET_FACTURAS         	RELA_PYMINGR35                 	BIGINT	null	null	null	null	null	
REP_PYMVENT40_PRESUPUESTO      	RELA_SOCSYST01                 	BIGINT	null	null	null	null	null	
SICGEST20_ARB_SERVICIOS        	RELA_SOCSYST06                 	BIGINT	null	null	null	null	null	
SICGEST30_ARB_BIENES           	RELA_SOCSYST06                 	BIGINT	null	null	null	null	null	
SOCWFLO10_CAB_WORKFLOW         	RELA_SOCSYST04                 	BIGINT	null	null	null	null	null	
SICEGRE02_DET_REFERENTES       	RELA_SICEGRE01                 	BIGINT	null	null	null	null	null	
SICCONT02_ARB_PLANCTA_EMP      	RELA_SOCSYST01                 	BIGINT	null	null	null	null	null	
SICCONT62_DET_BIENES           	RELA_SICGEST30                 	BIGINT	null	null	null	null	null	
SICCONT63_DET_SERVICIOS        	RELA_SICGEST20                 	BIGINT	null	null	null	null	null	
SOCUSUA42_TBL_CODPOSTALES      	RELA_SOCUSUA50                 	BIGINT	null	null	null	null	null	
SOCUTIL03_MOV_IMPRESIONES      	RELA_SOCUSUA02                 	BIGINT	null	null	null	null	null	
