RDB$INDEX_NAME	RDB$FIELD_NAME	RDB$RELATION_NAME	
PKY_MSGPOLI28                  	ID_MSGPOLI28                   	MSGPOLI28_CAB_ACTIVOSPORCEN    	
PKY_PYMINVE11                  	ID_PYMINVE11                   	PYMINVE11_DET_IMPUESTOS        	
PKY_SRHNOMI01                  	ID_SRHNOMI01                   	SRHNOMI01_CAB_SUELDOS          	
PKY_PYMINVE10                  	ID_PYMINVE10                   	PYMINVE10_CAB_PRODUCTOS        	
PKY_PYMINGR18                  	ID_PYMINGR18                   	PYMINGR18_DEP_FACTELECT        	
PKY_MSGPOLI32                  	ID_MSGPOLI32                   	MSGPOLI32_DET_DATOS            	
PKY_ZTMPINVE46                 	ID_ZTMPINVE46                  	ZTMPINVE46_SUMA                	
PKY_ON2REGI05                  	ID_ON2REGI05                   	ON2REGI05_DET_MARKETING        	
PKY_SOCUSUA01                  	ID_SOCUSUA01                   	SOCUSUA01_MAE_ENTIDADES        	
PKY_SRHMAIN10_CAB_EMPLEADO     	ID_SRHMAIN10                   	SRHMAIN10_CAB_EMPLEADO         	
PKY_ON2REGI04_CAP_MARKETING    	ID_ON2REGI04                   	ON2REGI04_CAP_MARKETING        	
PKY_SOCSYST02                  	ID_SOCSYST02                   	SOCSYST02_DET_PROYECTOS        	
PKY_SGPINGR02                  	ID_SGPINGR02                   	SGPINGR02_DET_SEGUIMIENTO      	
PKY_SOCSYST01                  	ID_SOCSYST01                   	SOCSYST01_CAB_CLIENTES         	
PKY_ON2NIME10                  	ID_ON2NIME10                   	ON2NIME10_CAB_FILERENOMBRA     	
PKY_PYMINGR16_MOV_ANTICIPOS    	ID_PYMINGR16                   	PYMINGR16_MOV_ANTICIPOS        	
PKY_ZTMPINVE10                 	ID_ZTMPINVE10                  	ZTMPINVE10_PRODUCTOS           	
PKY_SGPINGR01                  	ID_SGPINGR01                   	SGPINGR01_CAB_PROSPECTOS       	
PKY_MSGPOLI31                  	ID_MSGPOLI31                   	MSGPOLI31_DET_ACTIVOS          	
PKY_PYMINGR15_MOV_GASTOS       	ID_PYMINGR15                   	PYMINGR15_MOV_GASTOS           	
PKY_MSGPOLI25                  	ID_MSGPOLI25                   	MSGPOLI25_DET_CONCEPTOS        	
PKY_PYMVENT28                  	ID_PYMVENT28                   	PYMVENT28_DEP_FACTELECT        	
PKY_SICEGRE03                  	ID_SICEGRE03                   	SICEGRE03_DET_CUENTAS          	
PKY_PYMINVE14                  	ID_PYMINVE14                   	PYMINVE14_DET_PARTES           	
PKY_ZTMPINGR45                 	ID_ZTMPINGR45                  	ZTMPINGR45_AUTOMATICACION      	
PKY_PYMINGR08_DEP_HONORARIOS   	ID_PYMINGR08                   	PYMINGR08_DEP_HONORARIOS       	
PKY_MSGPOLI30                  	ID_MSGPOLI30                   	MSGPOLI30_MOV_ACTIVOS          	
PKY_PYMINVE24                  	ID_PYMINVE24                   	PYMINVE24_CAB_RECEPCION        	
PKY_PYMINGR45                  	ID_PYMINGR45                   	PYMINGR45_CAB_FACTMASTERS      	
PKY_SRHMAIN15                  	ID_SRHMAIN15                   	SRHMAIN15_DET_CUENTAS          	
PKY_PYMINGR41                  	ID_PYMINGR41                   	PYMINGR41_DET_ACTAUTO          	
PKY_SOCSYST43                  	ID_SOCSYST43                   	SOCSYST43_TBL_SERVMAILS        	
PKY_PYMINGR07_DEP_FACTURAS     	ID_PYMINGR07                   	PYMINGR07_DEP_FACTURAS         	
PKY_SICCONT04                  	ID_SICCONT04                   	SICCONT04_DET_COTIZACION       	
PKY_PYMINGR40                  	ID_PYMINGR40                   	PYMINGR40_CAB_FACTAUTO         	
PKY_PYMINGR37                  	ID_PYMINGR37                   	PYMINGR37_MOV_ANTICIPOS        	
PKY_PYMVENT40                  	ID_PYMVENT40                   	PYMVENT40_CAB_PRESUPUESTO      	
PKY_SICCONT03                  	ID_SICCONT03                   	SICCONT03_CAB_COTIZACION       	
PKY_SOCSYST04                  	ID_SOCSYST04                   	SOCSYST04_DET_FUNCIONES        	
PKY_ON2CFDS30                  	ID_ON2CFDS30                   	ON2CFDS30_DEP_NOTARIAS         	
PKY_ON2CFDS31                  	ID_ON2CFDS31                   	ON2CFDS31_DET_INMUEBLES        	
PKY_ON2CFDS32                  	ID_ON2CFDS32                   	ON2CFDS32_DET_COMPRAVENTA      	
PKY_SOCUSUA51                  	ID_SOCUSUA51                   	SOCUSUA51_TBL_FEDERATIVAS      	
PKY_MSGPOLI14                  	ID_MSGPOLI14                   	MSGPOLI14_DET_BALANZAFECHA     	
PKY_SCEXMLS11                  	ID_SCEXMLS11                   	SCEXMLS11_DET_MIGRACION        	
PKY_SCEXMLS12                  	ID_SCEXMLS12                   	SCEXMLS12_DET_PROCESOS         	
PKY_SCEXMLS13                  	ID_SCEXMLS13                   	SCEXMLS13_DET_CONCEPTOS        	
PKY_SCEXMLS14                  	ID_SCEXMLS14                   	SCEXMLS14_DET_IMPUESTOS        	
PKY_SCEXMLS20                  	ID_SCEXMLS20                   	SCEXMLS20_CAB_PARAMETRIZACION  	
PKY_SCEXMLS21                  	ID_SCEXMLS21                   	SCEXMLS21_DET_IMPUESTOS        	
PKY_SCEXMLS22                  	ID_SCEXMLS22                   	SCEXMLS22_DET_CONCEPTOS        	
PKY_SCEXMLS23                  	ID_SCEXMLS23                   	SCEXMLS23_DET_RELACIONADOS     	
PKY_SCEXMLS24                  	ID_SCEXMLS24                   	SCEXMLS24_TMP_TRANSACCIONES    	
PKY_SCEXMLS41                  	ID_SCEXMLS41                   	SCEXMLS41_DET_XMLS             	
PKY_SCEXMLS15                  	ID_SCEXMLS15                   	SCEXMLS15_DET_NOMINAS          	
PKY_SCEXMLS25                  	ID_SCEXMLS25                   	SCEXMLS25_DET_NOMINAS          	
PKY_SCEXMLS42                  	ID_SCEXMLS42                   	SCEXMLS42_DET_CREDITOS         	
PKY_SIECLIE10                  	ID_SIECLIE10                   	SIECLIE10_DET_TELEFONOS        	
PKY_SIECLIE11                  	ID_SIECLIE11                   	SIECLIE11_DET_CORREOSRED       	
PKY_SIECLIE12                  	ID_SIECLIE12                   	SIECLIE12_DET_DOCUMENTOS       	
PKY_SCEXMLS50                  	ID_SCEXMLS50                   	SCEXMLS50_CAB_TRANSCUENTAS     	
PKY_SCEXMLS60                  	ID_SCEXMLS60                   	SCEXMLS60_CAB_CTOCOSTOS        	
PKY_SCEXMLS61                  	ID_SCEXMLS61                   	SCEXMLS61_DET_CTOCOSTOS        	
PKY_SCEXMLS70                  	ID_SCEXMLS70                   	SCEXMLS70_CAB_PRESUPUESTOS     	
PKY_SIECLIE13                  	ID_SIECLIE13                   	SIECLIE13_DET_UPLOADS          	
PKY_SIEEMPE01                  	ID_SIEEMPE01                   	SIEEMPE01_CAB_RECEPCION        	
PKY_SIEEMPE02                  	ID_SIEEMPE02                   	SIEEMPE02_DET_PRODUCTOS        	
PKY_SIEEMPE03                  	ID_SIEEMPE03                   	SIEEMPE03_DET_UPLOADS          	
PKY_SIEEMPE04                  	ID_SIEEMPE04                   	SIEEMPE04_DET_COMPONENTES      	
PKY_SIEEMPE05                  	ID_SIEEMPE05                   	SIEEMPE05_DEP_EVALUACION       	
PKY_SIEEMPE06                  	ID_SIEEMPE06                   	SIEEMPE06_DET_FUENTES          	
PKY_SIEEMPE10                  	ID_SIEEMPE10                   	SIEEMPE10_CAB_EVALUADORES      	
PKY_SIEEMPE20                  	ID_SIEEMPE20                   	SIEEMPE20_CAB_EMPENO           	
